pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
430525.88626999996,2,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.88626999996,2,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.88999299996,2,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.88999299996,2,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.89441899996,2,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.89441899996,2,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.898129,2,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.898129,2,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.902237,2,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.902237,2,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.914954,3,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.914954,3,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.914981,3,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.914981,3,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.919888,3,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.919888,3,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.922045,3,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.922045,3,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.926409,3,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.926409,3,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.930025,3,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.930025,3,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.934917,3,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.934917,3,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.938164,3,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.938164,3,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.942121,4,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.942121,4,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.945954,4,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.945954,4,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.950043,4,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.950043,4,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.95401399996,4,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.95401399996,4,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.958168,4,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.958168,4,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.96197299997,4,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.96197299997,4,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.96650599997,4,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.96650599997,4,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.97031,4,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.97031,4,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.974128,4,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.974128,4,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.978093,5,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.978093,5,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.98208,5,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.98208,5,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.986178,5,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.986178,5,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.9901,5,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.9901,5,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.993999,5,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.993999,5,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430525.99809,5,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430525.99809,5,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430526.002687,5,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430526.002687,5,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430526.006051,5,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430526.006051,5,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430526.01005,6,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430526.01005,6,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430526.01395,6,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430526.01395,6,0,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430526.01803,6,1,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
430526.01803,6,1,0.0,0.5,0.5,0.0,pye3d 0.0.4 real-time,96.0,96.0,0.0,0.0,180.0,0.0,1.0,,0.021564300621730925,0.010325308863172882,41.881801124020214,10.392304845413264,0.017330474759171193,0.010097309725737321,31.489497143538554,-0.00040740008357514337,-2.193922722890387e-05,-0.9999999167719177,-0.03175640034197391,1.5708182660221273,-1.5712037268898396,96.0,96.0,168.21826221324594,168.21826221324594,0.0
430526.02204999997,6,0,0.0,0.0,1.0,0.0,2d c++,0.0,0.0,0.0,0.0,-90.0,,,,,,,,,,,,,,,,,,,,,
