,t0,LZ,dt_LZ,IOI
0.0,0.0,0.023931568569324175,0.0,0.8
4.0,4.0,0.026923014640489698,0.0007478615177913808,0.5
8.0,8.0,0.02094012249815865,-0.0014957230355827616,0.5714285714285714
12.0,12.0,0.029914460711655218,0.0022435845533741415,0.4
16.0,16.0,0.038888798925151784,0.0022435845533741415,0.26666666666666666
20.0,20.0,0.038888798925151784,0.0,0.3076923076923077
24.0,24.0,0.04786313713864835,0.0022435845533741415,0.2
28.0,28.0,0.03290590678282074,-0.003739307588956903,0.26666666666666666
32.0,32.0,0.029914460711655218,-0.0007478615177913799,0.23529411764705882
36.0,36.0,0.038888798925151784,0.0022435845533741415,0.23529411764705882
40.0,40.0,0.0418802449963173,0.0007478615177913799,0.2222222222222222
44.0,44.0,0.0418802449963173,0.0,0.25
48.0,48.0,0.029914460711655218,-0.0029914460711655214,0.5
52.0,52.0,0.038888798925151784,0.0022435845533741415,0.3076923076923077
56.0,56.0,0.035897352853986264,-0.0007478615177913799,0.2222222222222222
60.0,60.0,0.04786313713864835,0.0029914460711655214,0.18181818181818182
64.0,64.0,0.0418802449963173,-0.0014957230355827616,0.23529411764705882
68.0,68.0,0.03290590678282074,-0.0022435845533741415,0.26666666666666666
72.0,72.0,0.038888798925151784,0.0014957230355827616,0.2857142857142857
76.0,76.0,0.04786313713864835,0.0022435845533741415,0.21052631578947367
80.0,80.0,0.035897352853986264,-0.0029914460711655214,0.26666666666666666
84.0,84.0,0.03290590678282074,-0.0007478615177913817,0.3333333333333333
88.0,88.0,0.026923014640489698,-0.0014957230355827598,0.25
92.0,92.0,0.035897352853986264,0.0022435845533741415,0.36363636363636365
96.0,96.0,0.011965784284662087,-0.005982892142331045,1.3333333333333333
100.0,100.0,0.02094012249815865,0.002243584553374141,0.6666666666666666
104.0,104.0,0.0418802449963173,0.005235030624539663,0.19047619047619047
108.0,108.0,0.04786313713864835,0.0014957230355827616,0.2
112.0,112.0,0.04487169106748283,-0.0007478615177913799,0.17391304347826086
116.0,116.0,0.035897352853986264,-0.0022435845533741415,0.19047619047619047
120.0,120.0,0.035897352853986264,0.0,0.2857142857142857
124.0,124.0,0.038888798925151784,0.0007478615177913799,0.21052631578947367
128.0,128.0,0.04786313713864835,0.0022435845533741415,0.23529411764705882
