,t0,LZ,dt_LZ,IOI,nCounts
0.0,0.0,0.017948676426993132,0.0,5333.333333333333,3
4.0,4.0,0.011965784284662087,-0.0014957230355827611,16000.0,1
8.0,8.0,0.011965784284662087,0.0,16000.0,1
12.0,12.0,0.026923014640489698,0.0037393075889569027,1230.7692307692307,13
16.0,16.0,0.035897352853986264,0.0022435845533741415,1000.0,16
20.0,20.0,0.0418802449963173,0.0014957230355827598,842.1052631578947,19
24.0,24.0,0.04487169106748283,0.0007478615177913817,800.0,20
28.0,28.0,0.035897352853986264,-0.0022435845533741415,1000.0,16
32.0,32.0,0.04487169106748283,0.0022435845533741415,842.1052631578947,19
36.0,36.0,0.053846029280979396,0.0022435845533741415,695.6521739130435,23
40.0,40.0,0.04487169106748283,-0.0022435845533741415,941.1764705882352,17
44.0,44.0,0.038888798925151784,-0.0014957230355827616,941.1764705882352,17
48.0,48.0,0.035897352853986264,-0.0007478615177913799,941.1764705882352,17
52.0,52.0,0.0418802449963173,0.0014957230355827598,842.1052631578947,19
56.0,56.0,0.0418802449963173,0.0,842.1052631578947,19
60.0,60.0,0.03290590678282074,-0.0022435845533741415,1142.857142857143,14
64.0,64.0,0.0418802449963173,0.0022435845533741415,1000.0,16
68.0,68.0,0.038888798925151784,-0.0007478615177913799,842.1052631578947,19
72.0,72.0,0.038888798925151784,0.0,1333.3333333333333,12
76.0,76.0,0.04786313713864835,0.0022435845533741415,666.6666666666666,24
80.0,80.0,0.04487169106748283,-0.0007478615177913799,842.1052631578947,19
84.0,84.0,0.03290590678282074,-0.002991446071165523,1142.857142857143,14
88.0,88.0,0.035897352853986264,0.0007478615177913817,888.8888888888889,18
92.0,92.0,0.0418802449963173,0.0014957230355827598,842.1052631578947,19
96.0,96.0,0.035897352853986264,-0.0014957230355827598,1142.857142857143,14
100.0,100.0,0.035897352853986264,0.0,1000.0,16
104.0,104.0,0.029914460711655218,-0.0014957230355827616,1230.7692307692307,13
108.0,108.0,0.026923014640489698,-0.0007478615177913799,1777.7777777777778,9
112.0,112.0,0.023931568569324175,-0.0007478615177913808,1777.7777777777778,9
116.0,116.0,0.0418802449963173,0.004487169106748282,888.8888888888889,18
120.0,120.0,0.0418802449963173,0.0,888.8888888888889,18
124.0,124.0,0.04487169106748283,0.0007478615177913817,727.2727272727273,22
128.0,128.0,0.04487169106748283,0.0,941.1764705882352,17
132.0,132.0,0.038888798925151784,-0.0014957230355827616,941.1764705882352,17
136.0,136.0,0.0418802449963173,0.0007478615177913799,842.1052631578947,19
140.0,140.0,0.05085458320981387,0.0022435845533741415,800.0,20
144.0,144.0,0.04786313713864835,-0.0007478615177913799,695.6521739130435,23
148.0,148.0,0.05085458320981387,0.0007478615177913799,727.2727272727273,22
152.0,152.0,0.0418802449963173,-0.0022435845533741415,842.1052631578947,19
156.0,156.0,0.0418802449963173,0.0,842.1052631578947,19
160.0,160.0,0.04786313713864835,0.0014957230355827616,727.2727272727273,22
164.0,164.0,0.04487169106748283,-0.0007478615177913799,761.9047619047619,21
168.0,168.0,0.038888798925151784,-0.0014957230355827616,1066.6666666666667,15
172.0,172.0,0.0418802449963173,0.0007478615177913799,1066.6666666666667,15
176.0,176.0,0.04487169106748283,0.0007478615177913817,842.1052631578947,19
180.0,180.0,0.04487169106748283,0.0,888.8888888888889,18
