,t0,LZ,dt_LZ,IOI
0.0,0.0,0.023931568569324175,0.0,1.0
4.0,4.0,0.017948676426993132,-0.0014957230355827607,0.8
8.0,8.0,0.035897352853986264,0.004487169106748283,0.23529411764705882
12.0,12.0,0.02094012249815865,-0.003739307588956903,0.4444444444444444
16.0,16.0,0.029914460711655218,0.0022435845533741415,0.5
20.0,20.0,0.035897352853986264,0.0014957230355827616,0.2857142857142857
24.0,24.0,0.029914460711655218,-0.0014957230355827616,0.36363636363636365
28.0,28.0,0.029914460711655218,0.0,0.4444444444444444
32.0,32.0,0.029914460711655218,0.0,0.2857142857142857
36.0,36.0,0.038888798925151784,0.0022435845533741415,0.26666666666666666
40.0,40.0,0.03290590678282074,-0.0014957230355827616,0.3333333333333333
44.0,44.0,0.04786313713864835,0.003739307588956903,0.25
48.0,48.0,0.05085458320981387,0.0007478615177913799,0.21052631578947367
52.0,52.0,0.0418802449963173,-0.0022435845533741415,0.2222222222222222
56.0,56.0,0.029914460711655218,-0.0029914460711655214,0.4444444444444444
60.0,60.0,0.023931568569324175,-0.0014957230355827607,0.4444444444444444
64.0,64.0,0.0418802449963173,0.004487169106748282,0.2222222222222222
68.0,68.0,0.038888798925151784,-0.0007478615177913799,0.21052631578947367
72.0,72.0,0.035897352853986264,-0.0007478615177913799,0.3076923076923077
76.0,76.0,0.05085458320981387,0.0037393075889569014,0.14814814814814814
80.0,80.0,0.038888798925151784,-0.0029914460711655214,0.23529411764705882
84.0,84.0,0.038888798925151784,0.0,0.2
88.0,88.0,0.04487169106748283,0.0014957230355827616,0.2222222222222222
92.0,92.0,0.03290590678282074,-0.002991446071165523,0.26666666666666666
96.0,96.0,0.038888798925151784,0.0014957230355827616,0.3076923076923077
100.0,100.0,0.029914460711655218,-0.0022435845533741415,0.4
104.0,104.0,0.038888798925151784,0.0022435845533741415,0.2857142857142857
108.0,108.0,0.03290590678282074,-0.0014957230355827616,0.25
112.0,112.0,0.029914460711655218,-0.0007478615177913799,0.36363636363636365
116.0,116.0,0.0418802449963173,0.0029914460711655214,0.25
120.0,120.0,0.02094012249815865,-0.005235030624539663,0.5
124.0,124.0,0.029914460711655218,0.0022435845533741415,0.4444444444444444
128.0,128.0,0.029914460711655218,0.0,0.4
132.0,132.0,0.035897352853986264,0.0014957230355827616,0.3333333333333333
136.0,136.0,0.029914460711655218,-0.0014957230355827616,0.5
140.0,140.0,0.038888798925151784,0.0022435845533741415,0.3076923076923077
144.0,144.0,0.038888798925151784,0.0,0.3076923076923077
148.0,148.0,0.029914460711655218,-0.0022435845533741415,0.4
152.0,152.0,0.026923014640489698,-0.0007478615177913799,0.4
156.0,156.0,0.038888798925151784,0.0029914460711655214,0.26666666666666666
160.0,160.0,0.035897352853986264,-0.0007478615177913799,0.2857142857142857
164.0,164.0,0.03290590678282074,-0.0007478615177913817,0.3333333333333333
168.0,168.0,0.023931568569324175,-0.0022435845533741406,0.5714285714285714
172.0,172.0,0.03290590678282074,0.0022435845533741406,0.4
176.0,176.0,0.017948676426993132,-0.0037393075889569014,1.3333333333333333
