,t0,LZ,dt_LZ,IOI,nCounts
0.0,0.0,0.03986313713864835,0.0,500.0,2
1.0,1.0,0.029897352853986262,-0.009965784284662087,1000.0,1
2.0,2.0,0.019931568569324175,-0.009965784284662087,0.0,0
3.0,3.0,0.03986313713864835,0.019931568569324175,500.0,2
4.0,4.0,0.03986313713864835,0.0,333.3333333333333,3
5.0,5.0,0.049828921423310434,0.009965784284662084,500.0,2
6.0,6.0,0.06976048999263461,0.019931568569324175,250.0,4
7.0,7.0,0.03986313713864835,-0.02989735285398626,500.0,2
8.0,8.0,0.03986313713864835,0.0,500.0,2
9.0,9.0,0.019931568569324175,-0.019931568569324175,0.0,0
10.0,10.0,0.059794705707972524,0.03986313713864835,250.0,4
11.0,11.0,0.049828921423310434,-0.009965784284662091,166.66666666666666,6
12.0,12.0,0.06976048999263461,0.019931568569324175,166.66666666666666,6
13.0,13.0,0.059794705707972524,-0.009965784284662084,250.0,4
14.0,14.0,0.0797262742772967,0.019931568569324175,200.0,5
15.0,15.0,0.0797262742772967,0.0,142.85714285714286,7
16.0,16.0,0.049828921423310434,-0.029897352853986266,333.3333333333333,3
17.0,17.0,0.059794705707972524,0.009965784284662091,333.3333333333333,3
18.0,18.0,0.059794705707972524,0.0,200.0,5
19.0,19.0,0.049828921423310434,-0.009965784284662091,333.3333333333333,3
20.0,20.0,0.06976048999263461,0.019931568569324175,166.66666666666666,6
21.0,21.0,0.049828921423310434,-0.019931568569324175,250.0,4
22.0,22.0,0.049828921423310434,0.0,500.0,2
23.0,23.0,0.049828921423310434,0.0,166.66666666666666,6
24.0,24.0,0.06976048999263461,0.019931568569324175,142.85714285714286,7
25.0,25.0,0.08969205856195879,0.019931568569324182,111.11111111111111,9
26.0,26.0,0.049828921423310434,-0.03986313713864836,200.0,5
27.0,27.0,0.06976048999263461,0.019931568569324175,250.0,4
28.0,28.0,0.059794705707972524,-0.009965784284662084,333.3333333333333,3
29.0,29.0,0.06976048999263461,0.009965784284662084,166.66666666666666,6
30.0,30.0,0.059794705707972524,-0.009965784284662084,166.66666666666666,6
31.0,31.0,0.0797262742772967,0.019931568569324175,142.85714285714286,7
32.0,32.0,0.03986313713864835,-0.03986313713864835,500.0,2
33.0,33.0,0.059794705707972524,0.019931568569324175,200.0,5
34.0,34.0,0.06976048999263461,0.009965784284662084,200.0,5
35.0,35.0,0.049828921423310434,-0.019931568569324175,333.3333333333333,3
36.0,36.0,0.0797262742772967,0.029897352853986266,200.0,5
37.0,37.0,0.049828921423310434,-0.029897352853986266,500.0,2
38.0,38.0,0.049828921423310434,0.0,333.3333333333333,3
39.0,39.0,0.049828921423310434,0.0,250.0,4
40.0,40.0,0.049828921423310434,0.0,333.3333333333333,3
41.0,41.0,0.0797262742772967,0.029897352853986266,166.66666666666666,6
42.0,42.0,0.0797262742772967,0.0,250.0,4
43.0,43.0,0.06976048999263461,-0.009965784284662091,200.0,5
44.0,44.0,0.0797262742772967,0.009965784284662091,166.66666666666666,6
45.0,45.0,0.029897352853986262,-0.04982892142331044,500.0,2
46.0,46.0,0.059794705707972524,0.029897352853986262,250.0,4
47.0,47.0,0.059794705707972524,0.0,333.3333333333333,3
